Gene	trt1	trt2	trt3	ctl1	ctl2	ctl3
Zm00001eb006770	513	575	323	886	474	234
Zm00001eb006780	0	0	0	0	0	0
Zm00001eb006790	0	0	0	0	0	0
Zm00001eb006800	0	0	0	0	0	0
Zm00001eb006830	19	14	16	7	4	12
Zm00001eb006840	0	0	0	0	0	0
Zm00001eb006850	355	303	378	479	322	260
Zm00001eb006860	376	536	380	1008	678	723
Zm00001eb006870	1037	1047	1094	1244	1175	1081
Zm00001eb006880	341	319	365	666	520	809
Zm00001eb006890	285	345	158	202	114	94
Zm00001eb006900	0	0	0	0	0	0
Zm00001eb006910	664	589	522	555	375	474
Zm00001eb006920	741	821	784	989	736	584
Zm00001eb006930	0	3	7	0	0	0
Zm00001eb006940	1115	1573	1238	1635	1205	843
Zm00001eb006950	61	78	98	91	77	52
Zm00001eb006960	0	0	0	0	0	0
Zm00001eb006970	0	0	0	3	0	0
Zm00001eb006990	0	0	0	0	0	0
Zm00001eb007000	0	10	0	2	3	0
Zm00001eb007010	380	330	300	479	428	358
Zm00001eb007020	0	0	0	0	0	0
Zm00001eb007030	1431	1702	1689	2435	1976	2295
Zm00001eb007040	0	0	0	0	0	0
Zm00001eb007050	1354	1684	1726	2180	1778	1877
Zm00001eb007060	1588	1849	1686	1905	1708	1825
Zm00001eb007070	3	11	24	10	7	3
Zm00001eb007080	39	78	66	66	37	38
Zm00001eb007090	1425	1605	1764	1757	1274	1688
Zm00001eb007100	0	0	0	0	0	0
Zm00001eb007110	0	0	0	0	4	0
Zm00001eb007120	18	32	24	10	9	26
Zm00001eb007130	708	883	682	741	624	579
Zm00001eb007140	14	38	35	50	43	98
Zm00001eb007150	416	355	378	370	362	361
Zm00001eb007160	0	0	0	0	0	0
Zm00001eb007170	11	26	11	9	9	20
Zm00001eb007180	501	517	383	532	433	294
Zm00001eb007190	125	120	94	100	85	112
Zm00001eb007200	8	12	14	12	0	11
Zm00001eb007220	396	596	384	400	324	480
Zm00001eb007230	0	0	0	0	0	0
Zm00001eb007240	323	434	224	432	229	297
Zm00001eb007250	1333	1525	1379	2087	1423	1771
Zm00001eb007270	440	529	504	939	716	753
Zm00001eb007280	1297	1013	536	1300	819	442
Zm00001eb007290	0	0	0	0	0	0
Zm00001eb007300	0	0	0	0	0	0
Zm00001eb007310	0	1	2	3	17	3
Zm00001eb007320	152	256	226	399	301	217
Zm00001eb007330	0	0	0	0	0	0
Zm00001eb007340	0	0	0	0	0	0
Zm00001eb007350	0	0	0	0	0	0
Zm00001eb007360	0	0	0	0	0	0
Zm00001eb007370	0	0	0	0	0	0
Zm00001eb007380	0	0	0	0	0	0
Zm00001eb007390	0	0	0	0	0	0
Zm00001eb007400	0	0	0	0	0	0
Zm00001eb007410	0	0	0	0	0	0
Zm00001eb007420	0	0	0	0	0	0
Zm00001eb007430	0	0	0	0	0	0
Zm00001eb007440	104	135	121	290	208	229
Zm00001eb007450	0	0	0	0	0	0
Zm00001eb007460	0	0	0	0	0	0
Zm00001eb007470	87	33	82	105	130	72
Zm00001eb007490	0	0	0	0	0	0
Zm00001eb007500	0	0	0	0	0	0
Zm00001eb007510	54	34	71	124	100	109
Zm00001eb007540	0	0	0	0	0	0
Zm00001eb007550	0	0	0	5	0	0
Zm00001eb007560	0	0	0	0	0	0
Zm00001eb007570	412	506	550	695	554	827
Zm00001eb007580	0	0	0	0	0	0
Zm00001eb007590	26	23	13	21	11	2
Zm00001eb007600	1588	1927	1770	1949	1708	1941
Zm00001eb007610	33	85	51	87	100	146
Zm00001eb007630	0	0	0	0	0	0
Zm00001eb007640	19	19	8	27	29	7
Zm00001eb007650	1365	1508	1406	1891	1620	1596
Zm00001eb007670	1484	1516	1132	2649	2196	1535
Zm00001eb007680	931	901	1017	811	558	502
Zm00001eb007690	550	564	580	501	472	489
Zm00001eb007700	196	190	156	152	143	216
Zm00001eb007720	267	295	217	244	139	184
Zm00001eb007730	559	810	580	630	457	458
Zm00001eb007740	190	291	156	265	103	87
Zm00001eb007750	281	312	262	261	213	188
Zm00001eb007760	482	450	377	507	349	427
Zm00001eb007770	18	18	2	25	10	9
Zm00001eb007780	560	790	709	1162	783	922
Zm00001eb007790	27	4	6	5	6	7
Zm00001eb007800	1146	1545	1012	1336	1070	1052
Zm00001eb007810	88	112	126	226	140	109
Zm00001eb007820	310	248	330	316	294	384
Zm00001eb007830	219	296	287	216	144	168
Zm00001eb007840	0	9	0	0	0	0
Zm00001eb007850	0	0	0	0	0	0
Zm00001eb007860	819	913	883	832	610	757
Zm00001eb007870	515	557	448	567	505	396
Zm00001eb007880	24	3	9	56	51	113
Zm00001eb007890	0	0	0	0	0	0
Zm00001eb007900	0	0	0	0	0	0
Zm00001eb007910	0	0	0	0	0	0
Zm00001eb007920	15	14	48	40	31	67
Zm00001eb007930	19	42	26	27	13	9
Zm00001eb007940	0	3	0	0	0	0
Zm00001eb007950	623	551	368	719	477	155
Zm00001eb007960	145	61	51	46	32	17
Zm00001eb007970	0	0	0	0	0	0
Zm00001eb007990	0	0	0	0	0	0
Zm00001eb008000	0	0	0	0	0	0
Zm00001eb008010	202	250	185	350	246	138
Zm00001eb008030	135	117	115	152	88	95
Zm00001eb008040	363	406	372	573	323	290
Zm00001eb008050	0	0	0	0	0	0
Zm00001eb008060	933	1142	847	1052	723	679
Zm00001eb008070	8	10	4	8	38	32
Zm00001eb008080	0	0	0	0	0	3
Zm00001eb008090	159	160	154	166	69	135
Zm00001eb008100	344	306	259	379	316	209
Zm00001eb008130	4	1	0	0	0	0
Zm00001eb008140	7	7	0	11	9	0
Zm00001eb008150	0	0	0	0	1	0
Zm00001eb008160	200	326	160	236	176	135
Zm00001eb008170	233	222	242	223	221	185
Zm00001eb008180	0	10	8	12	4	10
Zm00001eb008190	0	0	0	0	0	0
Zm00001eb008200	514	554	545	801	839	689
Zm00001eb008210	0	0	0	0	0	0
Zm00001eb008220	0	0	0	0	0	0
Zm00001eb008240	0	10	6	11	7	0
Zm00001eb008250	0	0	0	0	0	0
Zm00001eb008260	0	0	0	0	0	0
Zm00001eb008270	30	30	53	50	46	47
Zm00001eb008280	0	0	0	0	0	0
Zm00001eb008290	10	9	2	11	6	11
Zm00001eb008300	0	0	0	0	0	0
Zm00001eb008310	606	894	802	869	745	989
Zm00001eb008320	0	0	0	0	0	0
Zm00001eb008330	0	0	0	0	0	0
Zm00001eb008340	1805	1975	1696	2416	1667	1534
Zm00001eb008350	0	0	0	0	0	0
Zm00001eb008360	139	237	152	266	162	254
Zm00001eb008370	741	1138	824	950	766	794
Zm00001eb008380	0	0	0	0	0	0
Zm00001eb008400	950	1022	1056	1024	749	809
Zm00001eb008410	69	93	62	74	66	47
Zm00001eb008420	8	0	4	5	5	11
Zm00001eb008430	92	68	165	119	114	90
Zm00001eb008440	595	521	532	763	616	606
Zm00001eb008450	1036	1115	1211	1080	1020	1115
Zm00001eb008460	165	266	167	233	167	130
Zm00001eb008470	892	862	798	706	535	477
Zm00001eb008480	2100	2223	2294	2644	2132	2499
Zm00001eb008490	1846	1926	1921	1887	1292	1434
Zm00001eb008500	0	0	0	7	11	0
Zm00001eb008510	0	0	0	0	0	0
Zm00001eb008520	31	27	27	29	35	5
Zm00001eb008530	130	133	149	891	471	303
Zm00001eb008540	0	0	0	0	0	0
Zm00001eb008550	6117	6683	6108	9210	7311	6621
Zm00001eb008560	0	0	0	0	0	0
Zm00001eb008570	2187	2842	2440	2528	2070	1931
Zm00001eb008580	38	22	40	49	30	13
Zm00001eb008590	231	259	207	198	122	145
Zm00001eb008600	0	0	0	0	0	0
Zm00001eb008610	2978	3245	3025	3619	2393	2203
Zm00001eb008620	1369	1631	1548	1577	1410	1295
Zm00001eb008630	22	6	17	19	23	36
Zm00001eb008640	178	139	96	130	109	102
Zm00001eb008650	958	1308	1284	1187	839	955
Zm00001eb008660	1363	1479	1342	2541	1740	1971
Zm00001eb008670	0	0	0	0	0	0
Zm00001eb008680	15	8	1	9	3	0
Zm00001eb008690	646	716	548	809	472	503
Zm00001eb008700	2338	2454	2036	2854	1809	1356
Zm00001eb008710	183	278	227	40	21	8
Zm00001eb008720	331	564	487	586	476	492
Zm00001eb008730	36	91	45	107	105	81
Zm00001eb008740	0	0	0	0	0	0
Zm00001eb008750	0	0	5	0	7	0
Zm00001eb008770	0	0	0	0	0	0
Zm00001eb008780	1127	1339	1350	1642	1282	1384
Zm00001eb008790	54	82	55	94	53	66
Zm00001eb008800	0	14	8	7	8	5
Zm00001eb008810	5426	5390	4145	10175	9110	6023
Zm00001eb008820	0	5	0	1	4	0
Zm00001eb008830	90	33	35	121	80	67
Zm00001eb008850	437	417	386	637	313	389
Zm00001eb008860	0	0	0	0	0	0
Zm00001eb008870	0	0	0	0	0	0
Zm00001eb008880	668	741	480	815	648	567
Zm00001eb008890	203	213	160	102	105	131
Zm00001eb008900	554	529	616	498	344	322
Zm00001eb008910	49	13	35	72	17	41
Zm00001eb008920	801	1281	974	308	204	228
Zm00001eb008930	6	12	21	23	38	3
Zm00001eb008940	0	0	0	0	0	0
Zm00001eb008950	364	384	501	684	515	555
Zm00001eb008960	0	0	0	0	0	0
Zm00001eb008970	0	0	0	0	0	0
Zm00001eb008980	26	19	9	15	6	0
Zm00001eb008990	0	0	0	0	0	0
Zm00001eb009000	0	0	0	0	0	0
Zm00001eb009010	0	0	0	0	0	5
Zm00001eb009020	0	0	0	1	0	0
Zm00001eb009030	0	0	0	0	0	3
Zm00001eb009040	19	8	7	14	14	19
Zm00001eb009050	24	22	26	17	6	39
Zm00001eb009060	239	334	270	293	183	155
Zm00001eb009070	264	306	314	342	241	264
Zm00001eb009080	38	35	71	128	53	87
Zm00001eb009090	844	953	641	1385	749	376
Zm00001eb009100	863	829	766	828	766	710
Zm00001eb009110	1789	2178	1883	2169	1786	1555
Zm00001eb009120	3	57	1	11	10	22
Zm00001eb009130	50	52	17	73	14	16
Zm00001eb009140	881	967	861	1220	1092	982
Zm00001eb009150	0	0	0	0	0	0
Zm00001eb009160	633	657	463	1566	1049	643
Zm00001eb009170	530	738	840	679	582	803
Zm00001eb009210	0	0	0	0	0	0
Zm00001eb009230	0	0	0	0	0	0
Zm00001eb009240	581	603	494	685	483	513
Zm00001eb009250	64	36	18	57	54	25
Zm00001eb009260	0	0	0	0	2	0
Zm00001eb009270	0	0	0	0	0	0
Zm00001eb009280	0	0	0	0	0	0
Zm00001eb009290	34	16	3	9	17	7
Zm00001eb009300	0	7	0	0	0	0
Zm00001eb009310	977	1051	1016	1205	920	879
Zm00001eb009320	280	336	256	381	389	206
Zm00001eb009340	13	17	18	48	43	77
Zm00001eb009360	21	51	69	62	52	61
Zm00001eb009370	974	993	932	1023	751	906
Zm00001eb009380	44	36	32	61	70	63
Zm00001eb009390	0	0	7	0	5	0
Zm00001eb009400	4	29	10	27	23	25
Zm00001eb009410	0	0	0	1	14	0
Zm00001eb009420	0	0	0	0	0	0
Zm00001eb009430	1235	1391	1161	2014	1617	1341
Zm00001eb009460	0	0	0	0	0	0
Zm00001eb009470	0	0	0	0	0	0
Zm00001eb009480	988	1435	1162	1337	970	881
Zm00001eb009490	102	57	90	115	106	189
Zm00001eb009500	533	620	543	533	501	352
Zm00001eb009510	138	206	108	41	27	21
Zm00001eb009520	0	0	0	0	0	0
Zm00001eb009530	0	0	0	0	0	0
Zm00001eb009540	5360	4900	3701	6536	4694	3491
Zm00001eb009550	170	144	140	259	244	164
Zm00001eb009560	0	0	0	0	0	0
Zm00001eb009570	3111	4102	5306	8252	7835	8849
Zm00001eb009580	190	125	147	104	63	77
Zm00001eb009590	1	0	0	0	0	0
Zm00001eb009600	3	0	0	0	1	9
Zm00001eb009610	0	0	3	0	0	0
Zm00001eb009620	0	0	0	0	0	0
Zm00001eb009630	0	0	0	0	0	0
Zm00001eb009640	57	109	51	233	170	73
Zm00001eb009650	0	0	0	0	0	0
Zm00001eb009660	20	15	10	9	14	10
Zm00001eb009670	21	14	14	34	78	82
Zm00001eb009690	0	0	8	0	0	0
Zm00001eb009700	0	0	0	0	0	0
Zm00001eb009710	0	0	0	0	0	0
Zm00001eb009730	8	12	15	33	49	21
Zm00001eb009750	0	0	0	0	0	0
Zm00001eb009760	0	0	0	0	0	0
Zm00001eb009770	49	118	78	67	49	90
Zm00001eb009780	56	74	35	166	64	84
Zm00001eb009800	1329	1587	1332	1334	1072	1254
Zm00001eb009810	1903	2114	1758	1811	1431	1230
Zm00001eb009820	0	0	0	0	0	0
Zm00001eb009830	0	0	0	0	0	0
Zm00001eb009840	0	0	0	0	0	0
Zm00001eb009850	0	0	0	0	4	0
Zm00001eb009860	0	0	0	0	0	0
Zm00001eb009870	26	52	35	37	48	18
Zm00001eb009880	2265	2988	2885	3624	2926	3019
Zm00001eb009890	54	75	59	118	86	110
Zm00001eb009900	673	764	719	650	487	458
Zm00001eb009910	5	2	6	12	0	0
Zm00001eb009920	675	715	667	705	568	482
Zm00001eb009930	6	4	0	0	5	0
Zm00001eb009940	0	0	0	0	0	6
Zm00001eb009950	0	0	0	0	0	0
Zm00001eb009960	300	302	261	223	188	202
Zm00001eb009970	0	0	0	0	0	0
Zm00001eb009980	520	619	491	793	661	734
Zm00001eb009990	365	367	332	607	460	496
Zm00001eb010000	0	0	0	0	0	0
Zm00001eb010010	0	0	0	0	0	0
Zm00001eb010020	146	187	151	149	86	104
Zm00001eb010030	4562	5665	4693	4036	3599	3681
Zm00001eb010040	523	855	455	880	567	395
Zm00001eb010050	0	15	7	4	0	0
Zm00001eb010060	101	116	101	109	41	134
Zm00001eb010070	174	281	304	280	187	256
Zm00001eb010080	0	0	0	1	0	0
Zm00001eb010090	0	0	0	0	0	0
Zm00001eb010100	27	22	0	35	8	11
Zm00001eb010110	0	0	0	1	3	0
Zm00001eb010130	63	73	18	158	85	51
Zm00001eb010140	54	41	35	58	91	63
Zm00001eb010150	488	792	424	1201	691	522
Zm00001eb010160	677	742	677	1967	1747	1678
Zm00001eb010170	0	0	0	0	10	12
Zm00001eb010180	0	0	4	0	0	1
Zm00001eb010190	445	512	346	403	467	377
Zm00001eb010200	332	323	297	360	299	257
Zm00001eb010210	130	161	133	130	135	250
Zm00001eb010220	0	0	0	0	0	0
Zm00001eb010230	1311	1634	1482	1803	1395	1556
Zm00001eb010240	586	557	640	541	513	357
Zm00001eb010250	0	0	0	0	0	0
Zm00001eb010260	0	0	0	0	0	0
Zm00001eb010270	0	0	0	0	0	0
Zm00001eb010280	1046	1322	1154	1340	849	865
Zm00001eb010290	0	0	0	0	0	0
Zm00001eb010300	707	661	757	759	530	632
Zm00001eb010310	596	759	746	786	629	740
Zm00001eb010320	1668	1666	1332	2248	1548	1242
Zm00001eb010330	84	111	65	119	81	74
Zm00001eb010340	42	19	22	30	45	0
Zm00001eb010350	0	0	0	0	0	0
Zm00001eb010360	0	0	0	7	1	3
Zm00001eb010370	1104	1107	853	2520	1673	1284
Zm00001eb010380	0	0	0	2	0	0
Zm00001eb010390	0	0	0	0	0	0
Zm00001eb010400	3409	3808	3757	3498	2644	2584
Zm00001eb010410	852	992	1029	1389	1336	1280
Zm00001eb010420	24	27	1	27	19	42
Zm00001eb010440	0	0	0	0	13	4
Zm00001eb010450	8	8	15	3	36	14
Zm00001eb010460	0	0	0	1	0	0
Zm00001eb010470	0	0	0	0	0	0
Zm00001eb010480	42	20	27	109	58	45
Zm00001eb010490	0	0	0	0	0	0
Zm00001eb010500	3115	3387	3251	884	942	1102
Zm00001eb010530	674	900	1157	799	875	877
Zm00001eb010540	1	7	7	8	5	0
Zm00001eb010550	0	0	0	0	0	0
Zm00001eb010560	416	540	695	759	623	805
Zm00001eb010570	0	0	0	0	0	0
Zm00001eb010590	150	220	108	226	137	117
Zm00001eb010600	228	284	279	295	234	374
Zm00001eb010610	133	197	104	87	119	225
Zm00001eb010620	1884	1875	1627	1963	1419	1405
Zm00001eb010630	0	0	0	0	0	0
Zm00001eb010640	69	45	49	87	55	32
Zm00001eb010650	43	26	15	24	19	19
Zm00001eb010660	21	35	32	7	12	35
Zm00001eb010680	231	234	210	228	152	154
Zm00001eb010690	497	602	515	508	365	465
Zm00001eb010700	125	239	160	192	90	150
Zm00001eb010710	154	148	176	144	123	127
Zm00001eb010720	0	0	0	0	0	0
Zm00001eb010730	122	164	92	251	228	192
Zm00001eb010740	18	0	0	8	8	13
Zm00001eb010750	0	0	0	0	0	0
Zm00001eb010760	0	0	0	0	0	0
Zm00001eb010770	16	23	15	63	32	23
Zm00001eb010780	0	0	0	0	0	0
Zm00001eb010790	3877	3830	3401	5437	3672	2996
Zm00001eb010800	0	6	0	0	0	0
Zm00001eb010810	2385	2927	2513	3007	2396	1866
Zm00001eb010820	194	294	280	276	258	218
Zm00001eb010830	14	24	20	0	2	7
Zm00001eb010840	0	0	0	0	0	0
Zm00001eb010850	0	0	0	0	0	0
Zm00001eb010860	350	374	382	518	487	520
Zm00001eb010870	0	0	0	0	0	0
Zm00001eb010890	0	0	0	0	0	0
Zm00001eb010900	808	859	691	1114	867	554
Zm00001eb010910	0	0	0	0	4	0
Zm00001eb010940	0	0	0	0	0	0
Zm00001eb010950	1073	1321	1004	1668	1308	1162
Zm00001eb010960	285	407	248	74	89	121
Zm00001eb010980	320	328	320	290	218	194
Zm00001eb010990	4	0	10	16	5	3
Zm00001eb011000	157	126	134	234	250	278
Zm00001eb011010	3969	4637	4130	4389	3165	3271
Zm00001eb011020	10824	11965	9114	15069	10247	7459
Zm00001eb011030	0	0	12	5	0	2
Zm00001eb011040	549	649	534	564	499	543
Zm00001eb011050	68	96	38	235	116	88
Zm00001eb011060	29	19	7	32	16	17
Zm00001eb011070	733	836	699	1227	787	727
Zm00001eb011080	0	9	8	9	6	2
Zm00001eb011090	0	0	0	0	0	0
Zm00001eb011100	0	0	0	0	0	0
Zm00001eb011110	0	0	0	0	0	0
Zm00001eb011120	49	24	28	37	31	12
Zm00001eb011140	188	180	160	371	342	205
Zm00001eb011150	647	647	633	856	505	522
Zm00001eb011160	12	11	1	10	5	5
Zm00001eb011170	80	105	78	162	125	99
Zm00001eb011180	0	0	0	0	0	0
Zm00001eb011190	0	0	0	0	0	0
Zm00001eb011200	312	447	351	403	278	255
Zm00001eb011210	17	21	31	17	12	24
Zm00001eb011220	518	611	553	839	690	644
Zm00001eb011230	48	135	105	119	40	50
Zm00001eb011240	36	42	43	121	62	48
Zm00001eb011250	48	28	61	83	55	19
Zm00001eb011270	3	0	0	2	1	22
Zm00001eb011280	0	0	12	4	2	7
Zm00001eb011290	0	0	0	0	0	0
Zm00001eb011300	1633	1933	1556	1834	1502	1367
Zm00001eb011310	406	487	451	437	392	248
Zm00001eb011320	0	0	0	0	0	0
Zm00001eb011330	0	0	0	0	0	5
Zm00001eb011340	0	0	0	0	0	0
Zm00001eb011350	0	0	0	0	0	0
Zm00001eb011360	13	27	7	14	31	19
Zm00001eb011370	0	0	0	0	0	0
Zm00001eb011380	0	6	0	5	0	0
Zm00001eb011410	0	0	0	0	0	0
Zm00001eb011420	1797	2011	1736	2085	1609	1559
Zm00001eb011430	0	0	0	0	0	0
Zm00001eb011440	0	0	0	0	0	0
Zm00001eb011450	831	1063	993	952	867	955
Zm00001eb011460	0	26	7	5	9	7
Zm00001eb011470	722	597	628	746	654	680
Zm00001eb011480	328	326	264	265	282	244
Zm00001eb011490	1829	1937	1714	2243	1727	1675
Zm00001eb011500	0	0	0	0	0	0
Zm00001eb011510	0	0	0	0	0	0
Zm00001eb011520	0	0	0	0	0	0
Zm00001eb011530	85	122	90	119	109	148
Zm00001eb011550	0	0	0	0	0	0
Zm00001eb011560	12	27	0	39	19	43
Zm00001eb011570	0	0	0	0	0	0
Zm00001eb011580	196	210	306	242	216	291
Zm00001eb011590	605	703	582	748	782	753
Zm00001eb011600	92	91	78	123	68	106
Zm00001eb011610	699	1109	1057	963	980	736
Zm00001eb011620	708	1142	877	814	722	832
Zm00001eb011630	523	752	564	844	697	665
Zm00001eb011640	188	247	262	188	176	240
Zm00001eb011650	1058	1120	1004	1743	1271	1393
Zm00001eb011670	2913	3446	2645	5197	3446	2969
Zm00001eb011680	0	6	3	5	3	29
Zm00001eb011700	3	30	21	28	0	19
Zm00001eb011720	332	399	284	392	220	173
Zm00001eb011730	659	695	582	884	654	577
Zm00001eb011750	2491	2460	2322	3094	2248	2232
Zm00001eb011760	400	427	482	438	361	368
Zm00001eb011770	0	0	0	0	0	0
Zm00001eb011780	637	843	748	923	656	601
Zm00001eb011800	2482	2711	2587	2620	1925	1902
Zm00001eb011810	109	118	115	145	140	123
Zm00001eb011820	413	521	468	423	287	291
Zm00001eb011830	273	232	236	219	194	255
Zm00001eb011840	219	359	222	355	279	225
Zm00001eb011850	45	53	34	43	30	39
Zm00001eb011860	142	74	95	115	126	172
Zm00001eb011870	7	17	18	26	37	33
Zm00001eb011880	4428	5240	6159	2972	3121	4058
Zm00001eb011890	42	14	19	20	36	35
Zm00001eb011900	0	0	0	0	0	0
Zm00001eb011910	309	402	317	538	310	336
Zm00001eb011920	65	23	30	59	11	55
Zm00001eb011930	2080	2531	4432	1868	2036	2750
Zm00001eb011940	11	19	12	35	11	29
Zm00001eb011950	254	239	212	164	103	113
Zm00001eb011960	482	547	341	975	652	433
Zm00001eb011970	0	0	0	3	7	2
Zm00001eb011980	1847	2102	2285	3377	2238	2297
Zm00001eb011990	1269	1363	1287	1497	1024	1153
Zm00001eb012000	1619	1968	2042	2287	1842	2203
Zm00001eb012010	634	819	658	444	250	257
Zm00001eb012020	1211	1279	1179	3032	2142	1616
Zm00001eb012030	0	10	6	21	4	0
Zm00001eb012040	1696	1234	1211	1989	1372	1673
Zm00001eb012060	1460	1699	1305	1736	1435	974
Zm00001eb012070	28	16	44	77	69	87
Zm00001eb012080	1176	1423	1226	3656	2582	1850
Zm00001eb012090	0	26	4	0	0	0
Zm00001eb012100	1419	1605	1526	2016	1667	1474
Zm00001eb012120	0	0	0	0	0	0
Zm00001eb012130	51	44	72	320	231	148
Zm00001eb012140	986	1105	1143	1198	905	893
Zm00001eb012150	14	6	15	28	7	30
Zm00001eb012160	77	139	149	151	142	117
Zm00001eb012180	447	476	568	472	366	455
Zm00001eb012190	0	11	31	1	7	17
Zm00001eb012200	192	295	162	179	131	143
Zm00001eb012210	840	1032	1064	1059	910	941
Zm00001eb012220	1186	1148	1136	1212	863	768
Zm00001eb012240	12	15	35	6	10	12
Zm00001eb012250	0	0	9	0	0	0
Zm00001eb012260	0	0	0	0	0	0
Zm00001eb012270	1691	1702	1377	1627	1423	1409
Zm00001eb012280	522	700	634	2433	1631	1495
Zm00001eb012290	0	0	0	0	0	0
Zm00001eb012300	3449	4548	4524	6557	5006	5375
Zm00001eb012310	1854	1496	1368	2390	1988	1329
Zm00001eb012320	200	129	67	298	185	111
Zm00001eb012330	732	702	688	1221	798	828
Zm00001eb012340	205	272	264	531	470	478
Zm00001eb012350	0	0	0	0	1	0
Zm00001eb012360	15	22	10	17	23	15
Zm00001eb012370	0	0	0	0	0	0
Zm00001eb012380	418	450	397	541	355	325
Zm00001eb012390	232	401	321	313	275	251
Zm00001eb012400	0	0	0	0	0	0
Zm00001eb012410	151	174	117	115	172	225
Zm00001eb012420	0	0	0	0	0	0
Zm00001eb012430	556	748	625	687	632	674
Zm00001eb012440	0	0	0	0	0	0
Zm00001eb012450	0	0	0	0	0	0
Zm00001eb012460	0	0	0	0	0	0
Zm00001eb012470	14642	20770	22026	14492	15630	21204
Zm00001eb012480	375	404	362	495	369	329
Zm00001eb012490	0	0	0	0	0	0
Zm00001eb012500	0	0	0	0	0	0
Zm00001eb012510	0	0	0	0	0	0
Zm00001eb012530	70	60	46	31	22	55
Zm00001eb012540	1816	1992	1948	2069	1699	1311
Zm00001eb012550	2	0	0	0	0	0
Zm00001eb012560	205	314	204	391	358	404
Zm00001eb012570	58	54	17	96	67	85
Zm00001eb012580	978	987	930	1045	950	779
Zm00001eb012590	721	724	655	1035	752	706
Zm00001eb012600	717	865	877	868	1022	1072
Zm00001eb012610	1395	1844	1804	2336	2031	2212
Zm00001eb012620	0	0	0	0	0	0
Zm00001eb012630	0	0	0	0	0	0
Zm00001eb012640	0	0	0	0	0	0
Zm00001eb012650	305	283	241	586	286	176
Zm00001eb012660	325	455	447	229	199	230
Zm00001eb012670	538	511	527	724	467	356
Zm00001eb012680	28	16	23	42	55	48
Zm00001eb012690	497	585	573	464	463	499
Zm00001eb012700	12	19	20	14	13	20
Zm00001eb012710	618	689	587	793	540	656
Zm00001eb012720	24	20	17	12	0	0
Zm00001eb012740	0	0	7	4	16	9
Zm00001eb012750	55	90	48	252	140	122
Zm00001eb012760	1897	2444	2192	2301	1733	2018
Zm00001eb012770	873	927	691	899	570	499
Zm00001eb012780	158	170	188	145	148	110
Zm00001eb012790	961	1080	778	1785	1246	881
Zm00001eb012800	51	55	67	147	103	84
Zm00001eb012820	0	0	0	0	0	0
Zm00001eb012830	0	0	0	0	0	0
Zm00001eb012840	0	0	0	0	0	0
Zm00001eb012850	0	8	4	1	1	0
Zm00001eb012860	2799	3225	2849	4361	2939	2083
Zm00001eb012870	568	769	538	694	578	491
Zm00001eb012880	131	226	110	4	0	5
Zm00001eb012890	3977	4135	3573	7867	5494	4406
Zm00001eb012900	439	383	388	496	356	443
Zm00001eb012910	1	12	10	12	17	0
Zm00001eb012920	1909	2334	2108	2208	1673	1888
Zm00001eb012930	4470	4806	5034	3639	3013	3866
Zm00001eb012940	0	0	0	0	0	0
Zm00001eb012950	478	392	603	514	419	439
Zm00001eb012960	16	25	8	15	15	2
Zm00001eb012970	0	4	2	10	6	11
Zm00001eb012980	434	654	394	540	408	457
Zm00001eb012990	0	0	0	0	0	0
Zm00001eb013000	1085	1051	1132	1176	797	1128
Zm00001eb013010	0	5	0	0	0	0
Zm00001eb013020	98	91	111	142	130	81
Zm00001eb013030	172	313	140	296	239	197
Zm00001eb013040	50	102	70	103	49	118
Zm00001eb013060	112	92	29	46	30	53
Zm00001eb013070	124	95	85	137	106	131
Zm00001eb013080	6223	7140	5913	7312	5603	5001
Zm00001eb013090	0	0	0	4	0	0
Zm00001eb013100	153	223	174	243	192	151
Zm00001eb013110	1079	1235	925	1321	930	910
Zm00001eb013120	905	1008	889	1028	836	1021
Zm00001eb013130	0	0	0	2	0	0
Zm00001eb013140	199	201	134	220	149	71
Zm00001eb013150	1289	1010	571	685	467	229
Zm00001eb013170	0	0	0	0	0	0
Zm00001eb013180	247	207	191	67	40	30
Zm00001eb013190	1512	1866	1477	1755	1338	1375
Zm00001eb013220	619	699	687	787	452	312
Zm00001eb013230	360	477	451	580	382	420
Zm00001eb013240	966	1106	1029	1196	758	1000
Zm00001eb013250	698	777	696	676	591	605
Zm00001eb013260	0	0	0	0	0	0
Zm00001eb013270	1290	1423	1401	2741	1963	1858
Zm00001eb013280	0	0	6	0	1	0
Zm00001eb013290	0	0	7	0	1	0
Zm00001eb013300	179	365	267	432	288	279
Zm00001eb013310	0	0	0	0	0	0
Zm00001eb013320	14	14	22	18	18	25
Zm00001eb013330	18	19	25	16	3	21
Zm00001eb013340	3572	3916	3861	4821	3575	4184
Zm00001eb013350	0	0	0	0	0	0
Zm00001eb013360	414	456	358	3922	2575	1733
Zm00001eb013370	184	248	156	811	498	284
Zm00001eb013380	0	0	0	3	6	3
Zm00001eb013390	0	0	0	0	0	0
Zm00001eb013410	211	152	141	280	183	273
Zm00001eb013420	22	48	40	59	58	73
Zm00001eb013430	4020	3447	2796	3506	3168	2216
Zm00001eb013440	0	0	3	2	0	0
Zm00001eb013450	637	632	837	518	655	897
Zm00001eb013460	674	1005	863	725	661	982
Zm00001eb013470	0	0	0	0	0	0
Zm00001eb013480	0	0	0	0	0	0
Zm00001eb013490	831	992	817	977	789	752
