Gene	ExonSize	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3
AC210596.3_FG003	1404	21	46	24	56	33	74
AC210669.3_FG001	834	101	147	49	77	74	55
AC210734.2_FG008	600	5	11	12	11	9	5
AC210816.3_FG006	264	19	16	21	18	11	33
AC210848.3_FG004	2277	123	126	92	105	111	93
AC211164.5_FG003	745	119	106	126	297	113	127
AC211175.3_FG005	1503	69	94	57	81	121	141
AC211175.3_FG006	204	8	2	6	9	25	33
AC211276.4_FG008	1083	114	73	111	47	38	72
AC211327.4_FG005	693	579	562	567	211	533	522
AC211349.4_FG001	1182	759	721	882	606	720	811
AC211357.4_FG004	1983	245	283	294	189	309	251
AC211390.3_FG001	1842	243	266	209	212	234	282
AC211394.4_FG004	1980	1701	1817	1540	1256	1627	1488
AC211401.4_FG003	1233	291	335	356	208	275	268
AC211474.3_FG006	1497	49	51	63	9	10	5
AC211532.3_FG001	1074	23	45	33	16	37	22
AC211652.4_FG001	399	1	1	12	17	1	6
AC211652.4_FG002	903	62	59	39	115	71	46
AC211737.3_FG012	2115	3575	3840	3360	1592	3466	3242
AC211892.4_FG002	3246	113	103	116	98	113	146
AC211910.4_FG005	483	54	63	78	42	51	105
AC212023.4_FG004	660	3	5	11	87	1	7
AC212023.4_FG006	1980	38	50	47	10	50	40
AC212068.4_FG005	1152	540	575	706	699	535	662
AC212112.4_FG002	1734	571	678	583	468	652	578
AC212186.3_FG011	441	176	159	197	104	216	196
AC212187.4_FG001	324	14	3	12	28	5	18
AC212219.3_FG005	1459	73	97	117	105	79	157
AC212225.3_FG001	339	56	36	42	26	44	47
AC212225.3_FG002	339	55	34	40	48	41	58
AC212351.4_FG001	438	74	150	82	69	136	116
AC212353.4_FG004	1236	110	124	148	80	79	116
AC212565.3_FG001	666	14	13	12	66	1	5
AC212570.3_FG006	1614	59	90	54	127	116	66
AC212684.3_FG012	2265	34	40	28	13	40	43
AC212728.3_FG001	1149	10	7	5	16	3	17
AC212835.3_FG001	1650	17	25	20	16	24	11
AC212835.3_FG002	567	53	46	62	87	29	77
AC212835.3_FG007	1930	1316	1492	1284	1407	1359	1668
AC212835.3_FG008	1380	3	2	0	17	12	15
AC212859.3_FG007	5346	444	545	391	327	577	507
AC212859.3_FG008	1544	174	185	235	80	142	161
AC213050.3_FG001	2223	87	126	91	70	67	77
AC213099.3_FG001	802	212	170	248	227	164	299
AC213099.3_FG002	1374	53	57	68	59	55	64
AC213463.3_FG002	1422	216	231	206	189	217	195
AC213463.3_FG006	420	20	15	20	9	27	18
AC213463.3_FG007	981	76	50	75	301	67	110
AC213521.3_FG005	2365	563	606	990	673	746	1226
AC213600.3_FG002	2224	249	315	244	160	300	248
AC213612.3_FG001	456	1534	1282	2250	1723	1095	1476
AC213612.3_FG002	699	470	335	314	253	300	352
AC213621.5_FG004	1293	9	7	9	17	3	4
AC213654.3_FG001	978	683	714	726	499	730	713
AC213654.3_FG005	1290	52	49	73	33	81	56
AC213779.3_FG009	309	4	4	7	15	14	25
AC213857.4_FG003	333	17	13	17	13	9	19
AC213884.3_FG001	1156	434	503	445	602	502	588
AC213981.3_FG001	447	47	64	43	23	52	44
AC214040.3_FG009	1695	25	29	24	21	23	31
AC214119.3_FG009	3439	314	310	243	228	326	260
AC214266.3_FG002	966	108	164	112	67	173	109
AC214267.3_FG004	936	10	10	5	8	8	3
AC214350.3_FG007	819	562	591	677	841	562	647
AC214360.3_FG001	2772	11	6	6	31	44	99
AC214438.3_FG002	492	13	12	14	10	19	10
AC214448.3_FG007	1353	596	679	647	694	659	960
AC214507.3_FG001	1017	174	203	205	122	243	150
AC214534.3_FG010	1605	33	46	44	22	39	32
AC214635.3_FG002	1371	202	253	217	209	286	263
AC214635.3_FG006	258	19	26	8	63	68	70
AC214640.3_FG003	1779	331	411	349	383	409	355
AC214648.3_FG003	1667	888	911	929	645	885	855
AC214771.3_FG003	1398	15	0	1	31	2	4
AC214790.3_FG001	675	30	41	24	19	18	18
AC214817.3_FG004	1905	215	304	244	110	184	119
AC214817.3_FG007	717	139	114	105	35	90	92
AC215198.3_FG002	2364	38	44	31	30	27	21
AC215201.3_FG005	1782	11428	12070	13872	9441	9612	13552
AC215244.3_FG002	1558	1412	1522	1406	1802	1637	1976
AC215260.3_FG001	528	85	93	90	280	24	77
AC215260.3_FG003	1377	182	183	188	63	107	73
AC215260.3_FG004	507	663	733	637	741	706	526
AC215309.3_FG004	1197	229	223	192	156	213	155
AC215690.3_FG002	1179	213	221	212	231	252	371
AC215723.3_FG001	900	111	108	105	85	94	65
AC216010.3_FG001	1332	188	203	188	113	181	197
AC216067.3_FG002	498	2122	1918	1965	2239	1405	2355
AC216201.3_FG005	699	12	13	4	11	11	18
AC216247.3_FG005	558	126	144	135	100	118	168
AC216353.2_FG005	192	4232	4369	5058	9148	3869	5668
AC216870.3_FG005	1380	213	220	246	55	249	290
AC216871.3_FG004	1431	57	47	66	50	24	55
AC217050.4_FG001	1410	665	844	796	674	992	1085
AC217050.4_FG004	2667	598	542	541	416	576	588
AC217050.4_FG006	771	1886	2466	1965	1366	2707	1989
AC217050.4_FG007	1854	895	1083	996	302	645	341
AC217121.3_FG007	2364	70	74	69	61	69	65
AC217270.3_FG004	861	15	17	9	10	19	16
AC217271.3_FG001	1050	151	143	158	194	167	220
AC217271.3_FG002	1834	383	444	390	488	373	438
AC217293.3_FG007	2196	698	758	792	568	868	1161
AC217300.3_FG005	669	1306	1325	1461	1152	1331	1693
AC217358.3_FG003	1545	201	195	131	95	154	137
AC217358.3_FG005	870	363	392	228	1142	959	1324
AC217358.3_FG010	1477	325	313	253	226	289	289
AC217358.3_FG011	1935	805	859	731	627	903	783
AC217401.3_FG001	1521	303	281	264	335	272	388
AC217401.3_FG002	2060	885	801	709	824	933	820
AC217401.3_FG003	1932	1956	2107	1707	1560	2047	2232
AC217499.3_FG001	1122	1347	1190	1237	888	1035	1551
AC217499.3_FG003	1764	1338	1448	1546	1130	1639	1739
AC217556.3_FG003	1380	773	918	768	605	818	734
AC217665.3_FG005	996	1003	1062	904	846	917	1064
AC217811.3_FG002	387	35	41	39	43	32	40
AC217811.3_FG003	1221	165	151	209	154	134	183
AC217840.3_FG001	687	310	330	335	252	336	331
AC217841.3_FG001	501	38	43	24	15	56	50
AC217842.3_FG001	1719	499	639	492	303	522	478
AC217887.3_FG005	2330	170	216	175	150	213	160
AC217910.3_FG001	703	13	24	21	36	9	23
AC217947.4_FG002	2616	578	733	523	266	383	418
AC217962.3_FG005	2124	203	255	161	162	237	246
AC217965.2_FG012	792	17	17	23	77	6	24
AC217972.3_FG009	435	5	12	7	28	8	7
AC217975.3_FG001	1597	1595	1525	1323	932	1112	1151
AC217977.3_FG001	738	9	7	5	14	3	5
AC217977.3_FG003	832	220	192	214	405	182	275
AC218035.3_FG001	348	56	70	75	92	104	135
AC218035.3_FG004	808	74	46	57	69	58	149
AC218093.3_FG005	1578	35	22	20	10	28	45
AC218148.2_FG008	2001	427	512	504	371	452	477
AC218457.2_FG013	3057	876	987	842	538	871	859
AC218900.3_FG001	984	21	33	17	25	15	22
AC218972.3_FG001	2598	908	990	848	635	1011	771
AC218972.3_FG004	1914	128	192	171	68	87	77
AC218998.2_FG001	1509	34	21	40	19	14	25
AC218998.2_FG003	2883	44	52	35	29	80	47
AC218998.2_FG007	1905	1034	823	1217	697	842	1239
AC219020.4_FG002	1665	39	46	58	21	56	45
AC219061.2_FG007	2001	223	211	173	210	256	240
AC219156.3_FG002	1146	14	8	11	13	8	7
AC219190.3_FG002	798	28	34	23	9	21	14
AC220927.3_FG007	945	7	3	0	25	6	13
AC220970.4_FG002	1665	109	127	207	56	53	98
AC220972.3_FG001	765	10	6	8	70	5	22
AC225127.3_FG003	714	17	11	18	112	35	42
AC225147.4_FG002	722	302	412	307	392	397	377
AC225147.4_FG003	1441	160	157	163	134	153	165
AC225176.2_FG003	736	273	247	229	322	125	259
AC225185.3_FG004	2001	377	395	356	272	431	335
AC225193.3_FG003	1290	54	60	46	57	51	73
AC225193.3_FG004	1511	94	115	94	81	92	97
AC225205.3_FG003	1110	142	186	162	113	146	131
AC225308.2_FG005	3084	8	14	11	1	8	11
AC225354.2_FG004	507	12	19	25	101	19	27
AC225363.3_FG004	480	11	22	14	20	13	21
AC225555.3_FG007	750	5	4	3	16	4	4
AC225718.2_FG006	399	10	2	6	95	1	13
AC225993.1_FG004	666	127	110	102	142	200	130
AC226227.2_FG005	1629	16	9	10	15	7	12
AC226230.2_FG001	4027	1869	1846	1829	1229	1991	1905
AC226235.2_FG001	930	38	58	62	104	30	64
AC226235.2_FG002	1222	224	294	222	353	348	231
AC226235.2_FG003	1128	76	59	82	147	78	79
AC226248.1_FG002	2219	36	35	25	33	29	30
AC226368.2_FG006	1641	23	21	36	12	34	39
AC226373.2_FG010	2103	342	446	365	246	364	384
AC226736.2_FG002	915	17	13	9	20	13	7
AC229978.2_FG002	585	39	41	47	37	23	49
AC230011.2_FG002	4422	1099	1037	1007	552	850	788
AC230013.2_FG002	1119	11	13	8	23	9	14
AC230013.2_FG007	537	471	745	490	640	832	557
AC230020.1_FG002	642	59	75	37	40	62	50
AC231180.2_FG001	3297	59	103	73	43	38	28
AC231180.2_FG006	1377	9	17	8	12	6	9
AC231745.1_FG003	1152	875	1059	572	1284	425	901
AC231745.1_FG004	2796	627	533	519	443	533	584
AC231747.1_FG001	2913	473	510	380	433	492	464
AC232238.2_FG004	1955	25	32	31	39	34	57
AC232393.1_FG009	1731	97	99	96	47	90	89
AC233751.1_FG002	1767	65	28	43	20	35	13
AC233788.2_FG002	150	15	17	23	33	0	15
AC233850.1_FG005	1440	53	31	40	32	23	36
AC233851.1_FG008	366	3	0	3	49	2	3
AC233851.1_FG014	1182	285	348	316	296	254	372
AC233853.1_FG003	1551	27	15	21	31	11	32
AC233854.1_FG002	1299	13	15	8	19	81	36
AC233865.1_FG001	312	285	271	318	360	233	451
AC233865.1_FG006	1559	110	128	129	105	99	124
AC233866.1_FG006	1344	2657	3741	3057	3018	3744	3556
AC233870.1_FG003	1944	1596	1705	1333	982	1590	1416
AC233870.1_FG004	1944	64	92	70	54	79	79
AC233870.1_FG006	1730	534	554	507	498	486	630
AC233871.1_FG003	1620	9	10	3	5	7	5
AC233872.1_FG003	795	142	214	166	375	303	301
AC233878.1_FG004	2655	156	234	162	116	167	166
AC233880.1_FG006	855	118	137	130	104	127	108
AC233882.1_FG003	3921	46	36	37	32	32	45
AC233882.1_FG005	2025	75	94	65	71	77	61
AC233883.1_FG006	1840	2	3	2	8	5	27
AC233885.1_FG001	1966	249	257	242	238	232	210
AC233887.1_FG006	2671	20	24	18	30	33	43
AC233888.1_FG001	1284	68	57	107	41	55	69
AC233888.1_FG002	972	14	6	8	147	6	15
AC233892.1_FG001	1749	105	105	124	71	138	122
AC233893.1_FG001	1109	189	202	200	265	196	249
AC233893.1_FG002	925	154	196	140	147	128	121
AC233893.1_FG003	1485	80	90	101	78	35	142
AC233893.1_FG006	2349	91	108	122	90	56	61
AC233894.1_FG005	1341	74	96	105	87	72	111
AC233895.1_FG001	1185	1883	2376	1847	2014	2260	2215
AC233898.1_FG004	1944	225	281	185	151	188	162
AC233899.1_FG005	558	9	5	2	15	1	5
AC233901.1_FG004	462	163	159	167	113	136	152
AC233901.1_FG005	1131	168	122	178	66	166	179
AC233901.1_FG010	717	762	706	728	1082	789	884
AC233910.1_FG001	1484	47	60	49	111	93	103
AC233910.1_FG002	2253	19	35	42	33	26	27
AC233910.1_FG003	432	3	9	1	159	17	4
AC233910.1_FG004	975	226	262	247	208	203	218
AC233910.1_FG005	999	752	853	781	683	773	789
AC233910.1_FG008	1377	30	29	56	110	26	108
AC233910.1_FG010	1275	373	385	407	180	276	332
AC233914.1_FG001	381	313	307	277	204	175	278
AC233922.1_FG004	231	174	177	170	169	159	234
AC233922.1_FG005	1110	302	409	343	438	406	392
AC233922.1_FG008	922	206	163	275	215	249	292
AC233935.1_FG005	1164	485	410	616	329	410	516
AC233936.1_FG003	627	27	61	21	33	22	26
AC233938.1_FG003	330	65	45	73	99	39	89
AC233939.1_FG003	921	253	283	201	201	301	186
AC233939.1_FG004	246	76	57	24	39	51	25
AC233942.1_FG001	711	279	316	286	311	286	339
AC233945.1_FG003	2375	13	15	15	26	22	54
AC233949.1_FG004	2538	5733	7344	5264	6334	9705	9696
AC233952.1_FG006	636	62	86	84	33	55	72
AC233952.1_FG008	1149	49	43	58	26	46	51
AC233953.1_FG005	2199	2244	2193	2302	1398	1897	1702
AC233955.1_FG009	2022	11	21	14	2	5	14
AC233960.1_FG002	1598	104	131	142	171	140	239
AC233960.1_FG003	840	95	78	95	102	84	87
AC233961.1_FG001	2571	468	555	464	285	485	509
AC233967.1_FG001	297	304	339	322	325	413	351
AC233979.1_FG006	1366	89	81	66	71	89	75
AC233979.1_FG007	291	9	17	7	24	4	19
AC233979.1_FG008	315	4	12	5	56	3	10
AC233979.1_FG009	1464	761	758	589	481	757	692
AC233979.1_FG010	279	50	58	75	88	96	70
AC234152.1_FG002	2310	234	180	240	154	157	268
AC234152.1_FG005	2337	7	6	5	14	10	9
AC234152.1_FG007	582	105	110	114	54	85	129
AC234154.1_FG007	1374	780	822	902	736	698	900
AC234154.1_FG008	1332	248	234	285	125	207	178
AC234155.1_FG002	1182	542	459	624	324	416	388
AC234156.1_FG005	810	87	72	96	124	40	163
AC234157.1_FG002	675	866	975	926	3227	757	1187
AC234158.1_FG005	4926	1463	1587	1421	782	1650	1339
AC234159.1_FG002	1164	227	244	245	183	255	295
AC234160.1_FG001	2119	649	667	642	302	619	700
AC234160.1_FG003	1620	100	77	101	329	279	657
AC234160.1_FG004	1191	25	43	41	9	34	51
AC234161.1_FG010	354	37	43	54	119	42	64
AC234165.1_FG002	1422	1464	1279	1152	2218	1306	1887
AC234171.1_FG003	1656	627	729	596	392	555	597
AC234175.1_FG010	2082	43	64	36	46	68	60
AC234180.1_FG002	1991	210	201	198	122	216	230
AC234183.1_FG002	699	61	55	64	48	48	59
AC234185.1_FG004	1908	299	302	266	293	330	442
AC234185.1_FG007	993	288	255	243	351	328	281
AC234199.1_FG003	1581	29	55	32	43	58	34
AC234201.1_FG003	1500	342	373	294	287	333	369
AC234203.1_FG004	4491	5532	6211	5292	3490	5496	5655
AC234203.1_FG009	513	236	235	225	196	271	283
AC234203.1_FG010	1809	46	38	36	28	47	45
AC234203.1_FG011	1899	141	149	118	83	132	121
AC234515.1_FG003	1335	198	196	120	120	121	115
AC234520.1_FG003	561	36	29	54	228	23	50
AC234520.1_FG005	1734	1229	1325	1188	635	997	921
AC234521.1_FG004	738	2	6	6	28	2	6
AC234522.1_FG005	708	3741	3361	4949	3345	3241	4113
AC234522.1_FG009	1497	39	35	28	22	30	24
AC234526.1_FG005	1068	44	41	48	205	102	91
AC234528.1_FG001	1998	412	397	327	157	277	242
AC234528.1_FG004	411	105	104	92	88	91	125
AC234528.1_FG005	2218	406	552	430	377	380	401
AC234575.1_FG003	1137	10	9	5	13	2	12
AC235534.1_FG001	669	18	41	24	14	32	30
AC235535.1_FG001	3342	1936	2393	1749	1355	2346	2046
AC235540.1_FG002	2390	51	56	67	33	18	60
AC235541.1_FG002	3009	904	1033	943	555	947	965
AC235543.1_FG002	1569	16	41	14	43	36	73
AC235543.1_FG003	516	56	46	62	75	72	70
AC235544.1_FG004	1806	92	102	67	57	91	78
AC235544.1_FG006	1080	10	13	12	10	5	11
AC235546.1_FG001	2229	550	524	495	541	590	589
AC235547.1_FG005	2373	292	292	344	321	360	478
AF466202.2_FG008	3033	1497	1624	1455	1232	1550	1708
AF546187.1_FG011	1512	34	46	32	79	20	42
AY542798.1_FG003	1836	369	322	348	277	379	371
EF517601.1_FG010	1200	32	22	28	43	31	30
EF517601.1_FG012	2364	1223	1575	1086	1117	1566	1252
EF517601.1_FG015	1380	386	370	372	303	345	399
EF517601.1_FG025	1117	144	141	197	188	97	213
GRMZM2G000014	1637	102	77	92	125	119	176
GRMZM2G000035	736	4	1	1	92	1	26
GRMZM2G000039	3079	2413	2376	2315	1430	2138	1852
GRMZM2G000052	2993	1212	1618	1410	631	1323	1273
GRMZM2G000076	1824	8	22	23	13	17	14
GRMZM2G000093	2269	17	17	10	20	10	14
GRMZM2G000114	2995	611	645	500	523	676	537
GRMZM2G000127	1293	147	150	117	71	151	120
GRMZM2G000166	1117	621	847	678	593	416	759
GRMZM2G000171	2216	643	568	626	398	485	635
GRMZM2G000177	1644	201	239	192	102	172	141
GRMZM2G000209	1694	248	201	209	255	211	208
GRMZM2G000219	1163	341	288	502	850	296	483
GRMZM2G000221	671	14	3	11	70	10	30
GRMZM2G000231	2598	75	69	63	66	91	77
GRMZM2G000236	1660	15	22	13	292	87	330
GRMZM2G000245	3433	268	333	266	164	312	244
GRMZM2G000254	1244	14	6	11	30	6	6
GRMZM2G000256	1235	2227	2315	2320	1603	2130	1982
GRMZM2G000261	1463	39	26	37	90	18	35
GRMZM2G000264	2152	1215	1262	1320	776	1186	1503
GRMZM2G000268	2318	640	554	584	492	551	506
GRMZM2G000271	413	10	8	5	4	16	19
GRMZM2G000278	1690	304	429	359	516	605	717
GRMZM2G000280	1815	614	652	604	436	504	540
GRMZM2G000288	643	290	348	299	142	275	222
GRMZM2G000326	656	688	1013	798	174	342	278
GRMZM2G000332	923	62	64	69	55	46	61
GRMZM2G000339	772	82	118	102	137	182	118
GRMZM2G000353	642	8	3	2	64	0	9
GRMZM2G000361	1327	408	404	468	469	340	481
GRMZM2G000371	3362	561	502	443	333	467	400
GRMZM2G000376	1858	38	50	60	15	35	46
GRMZM2G000393	1622	311	309	295	347	280	355
GRMZM2G000397	1215	42	46	59	70	66	88
GRMZM2G000423	1456	79	65	120	42	38	47
GRMZM2G000451	1695	38	33	34	54	15	32
GRMZM2G000453	835	12	7	8	110	13	42
GRMZM2G000481	1854	251	314	238	234	311	309
GRMZM2G000489	1461	22	6	23	85	5	18
GRMZM2G000510	2289	783	764	760	930	792	889
GRMZM2G000531	1339	553	477	540	586	575	575
GRMZM2G000540	4308	1045	921	927	727	811	883
GRMZM2G000576	2208	50	47	49	47	100	77
GRMZM2G000581	2285	321	311	293	147	255	297
GRMZM2G000587	1319	16	9	12	46	6	6
GRMZM2G000593	2599	388	454	385	238	486	660
GRMZM2G000601	1516	125	106	118	85	148	99
GRMZM2G000603	1653	12	15	9	16	11	13
GRMZM2G000610	2827	99	98	87	77	117	111
GRMZM2G000614	4702	50	59	44	39	30	38
GRMZM2G000615	4196	700	703	599	447	652	682
GRMZM2G000620	2480	1099	1343	1250	179	607	336
GRMZM2G000622	4869	5782	6253	5549	3643	5700	5179
GRMZM2G000623	1166	487	477	430	360	432	410
GRMZM2G000632	2248	348	393	363	213	347	335
GRMZM2G000633	1518	341	428	384	53	219	81
GRMZM2G000645	3728	401	516	381	285	453	409
GRMZM2G000650	1007	638	764	504	631	736	641
GRMZM2G000660	1339	1157	1347	1113	736	1370	1209
GRMZM2G000665	1250	20	31	20	19	27	40
GRMZM2G000674	2170	105	124	104	71	95	113
GRMZM2G000686	2769	203	206	203	81	163	135
GRMZM2G000710	1208	756	856	794	633	900	868
GRMZM2G000713	1967	210	210	158	137	164	158
GRMZM2G000718	1403	217	189	198	114	98	130
GRMZM2G000719	1419	487	470	483	270	442	397
GRMZM2G000737	1557	21	32	24	20	17	22
GRMZM2G000739	2809	316	301	284	414	284	421
GRMZM2G000741	2286	37	66	55	160	35	51
GRMZM2G000749	3384	1248	1272	1324	959	1222	1091
GRMZM2G000752	2028	24	18	9	22	13	15
GRMZM2G000753	2103	373	380	359	287	400	421
GRMZM2G000764	2265	110	155	121	60	82	72
GRMZM2G000775	948	150	193	151	128	200	96
GRMZM2G000777	964	11	3	12	103	2	10
GRMZM2G000812	1645	280	276	362	292	292	349
GRMZM2G000816	2074	135	189	176	47	112	60
GRMZM2G000818	1743	278	249	290	265	205	365
GRMZM2G000823	1517	584	653	569	496	666	615
GRMZM2G000836	1386	12	17	19	10	24	34
GRMZM2G000874	887	144	153	140	119	154	157
GRMZM2G000909	1982	317	310	335	214	245	320
GRMZM2G000923	1093	1038	1177	1080	1172	1332	1170
GRMZM2G000936	3854	1253	1347	1505	713	1199	1479
GRMZM2G000937	2721	515	565	459	349	505	428
GRMZM2G000964	713	39	76	31	73	31	35
GRMZM2G000973	2096	286	201	364	122	200	275
GRMZM2G000976	1851	15	17	8	18	12	6
GRMZM2G000980	3370	414	398	421	296	468	561
GRMZM2G001024	2103	239	287	229	149	333	210
GRMZM2G001033	1929	275	301	285	281	372	406
GRMZM2G001043	955	10	12	9	6	5	7
GRMZM2G001048	2174	194	165	202	105	191	265
GRMZM2G001079	2301	117	117	182	108	76	126
GRMZM2G001084	3072	3706	3895	3825	3214	3549	4022
GRMZM2G001088	1998	206	227	194	187	191	157
GRMZM2G001097	1510	93	92	90	98	117	95
GRMZM2G001114	2198	87	109	95	81	43	86
GRMZM2G001116	2456	16	10	4	5	11	4
GRMZM2G001160	2230	9	12	0	6	22	4
GRMZM2G001173	1322	8	13	11	5	20	14
GRMZM2G001180	2723	337	342	297	203	312	359
GRMZM2G001191	2857	1206	1267	1191	795	1180	1228
GRMZM2G001221	1506	26	21	20	30	24	26
GRMZM2G001243	1689	57	61	61	76	55	118
GRMZM2G001247	1152	9	3	11	20	1	7
GRMZM2G001255	1102	206	206	209	190	213	236
GRMZM2G001265	1610	552	543	541	360	591	569
GRMZM2G001272	2213	1221	1144	1259	895	1021	1169
GRMZM2G001288	3010	73	87	62	64	38	96
GRMZM2G001289	3564	631	744	526	328	484	551
GRMZM2G001296	2432	377	413	429	341	396	360
GRMZM2G001297	2720	2319	2324	2144	1717	2336	2247
GRMZM2G001304	2150	416	435	552	276	406	460
GRMZM2G001327	2925	2826	3299	3088	2980	3324	3754
GRMZM2G001332	859	18	11	18	83	20	39
GRMZM2G001334	2632	756	831	698	471	683	705
GRMZM2G001363	920	36	27	47	78	25	88
GRMZM2G001415	2902	191	226	199	162	174	180
GRMZM2G001421	2379	168	143	182	77	76	50
GRMZM2G001444	1603	174	199	159	239	219	224
GRMZM2G001451	1497	6	7	10	22	8	13
GRMZM2G001454	2127	152	172	155	133	167	158
GRMZM2G001457	3089	10621	11032	9151	5151	9184	8025
GRMZM2G001466	2308	28	29	35	27	38	27
GRMZM2G001500	2654	8607	8667	8146	6045	7628	7012
GRMZM2G001508	1020	659	726	1319	707	421	857
GRMZM2G001514	2114	331	360	324	442	201	282
GRMZM2G001530	1321	36	43	39	63	20	45
GRMZM2G001541	2720	90	117	81	42	62	66
GRMZM2G001551	1740	717	723	667	548	522	666
GRMZM2G001577	960	5	2	3	47	2	7
GRMZM2G001592	1508	14	18	30	23	23	26
GRMZM2G001606	2050	3	2	4	15	9	10
GRMZM2G001631	1565	48	55	32	45	71	85
GRMZM2G001639	1966	1077	795	1047	863	1042	1343
GRMZM2G001645	2682	165	139	125	172	155	216
GRMZM2G001652	3697	580	589	513	360	502	447
GRMZM2G001653	1101	5387	5671	6982	18545	4862	7409
GRMZM2G001660	1736	38	17	31	10	15	13
GRMZM2G001661	1391	31	18	17	45	18	27
GRMZM2G001663	2884	2410	2373	2223	1574	2145	1900
GRMZM2G001668	1845	1421	1501	1510	942	1588	1513
GRMZM2G001676	2055	358	294	339	364	302	559
GRMZM2G001696	2786	26560	29199	30355	21912	28405	31986
GRMZM2G001713	1459	62	53	38	9	48	5
GRMZM2G001724	2104	972	940	1056	1353	1028	1210
GRMZM2G001750	1667	2066	1898	2263	2530	1917	2198
GRMZM2G001755	1294	1154	1095	1158	1144	1053	1172
GRMZM2G001764	2235	22	11	18	42	17	26
GRMZM2G001777	3997	301	363	284	246	312	363
GRMZM2G001799	1536	8	25	10	15	14	18
GRMZM2G001803	1897	305	335	294	299	341	377
GRMZM2G001805	1046	548	533	631	574	430	454
GRMZM2G001812	3953	3	7	0	15	14	34
GRMZM2G001814	1011	30	46	31	13	27	27
GRMZM2G001816	840	467	768	597	494	811	622
GRMZM2G001820	2248	378	403	433	377	353	410
GRMZM2G001850	862	456	627	489	795	608	565
GRMZM2G001869	1261	92	101	77	112	79	88
GRMZM2G001877	2335	36	30	14	141	61	30
GRMZM2G001887	1514	1166	1160	1141	2119	1159	1237
GRMZM2G001889	1522	258	310	334	164	250	252
GRMZM2G001895	6485	1505	1535	1583	884	1470	1515
GRMZM2G001898	1632	828	759	661	512	767	758
GRMZM2G001904	1294	1788	1759	1695	1649	1605	1586
GRMZM2G001905	1330	43	60	47	36	36	35
GRMZM2G001915	1593	38	31	63	37	30	37
GRMZM2G001918	3229	907	962	884	639	886	861
GRMZM2G001930	2817	84	92	81	184	58	79
GRMZM2G001934	2004	334	373	402	171	218	310
GRMZM2G001953	1358	30	42	32	42	49	29
GRMZM2G001956	1662	1125	940	1160	1650	778	935
GRMZM2G001973	2438	972	1274	738	681	1206	1116
GRMZM2G001981	659	5	4	3	2	20	17
GRMZM2G001991	1531	100	64	78	90	56	92
GRMZM2G002002	5540	763	873	801	468	811	766
GRMZM2G002023	2763	775	879	729	435	639	558
GRMZM2G002034	2062	8	9	8	28	10	15
GRMZM2G002075	1559	178	144	155	187	139	165
GRMZM2G002100	1954	454	596	439	460	579	473
GRMZM2G002115	1743	157	206	184	202	188	167
GRMZM2G002121	637	118	132	140	189	140	132
GRMZM2G002124	1573	8	14	17	28	17	35
GRMZM2G002128	2345	222	214	333	405	157	250
GRMZM2G002130	1892	244	205	222	247	217	244
GRMZM2G002131	1709	13	12	13	75	21	104
GRMZM2G002135	2160	311	301	336	239	378	393
GRMZM2G002138	2685	121	175	113	139	171	214
GRMZM2G002142	1635	56	37	47	25	54	37
GRMZM2G002165	2282	3295	3390	3877	3000	3113	3497
GRMZM2G002173	1852	26	25	30	67	41	57
GRMZM2G002178	2117	16	26	34	46	15	94
GRMZM2G002220	2773	3704	4135	3564	2906	3704	3704
GRMZM2G002227	1382	49	27	26	22	41	78
GRMZM2G002240	1534	26	31	40	21	37	46
GRMZM2G002260	2581	91	128	142	144	59	151
GRMZM2G002276	2663	270	293	284	345	311	264
GRMZM2G002286	1580	403	471	454	249	302	288
GRMZM2G002297	2742	542	614	497	342	612	523
GRMZM2G002304	1633	134	114	138	145	130	154
GRMZM2G002361	1833	184	237	179	218	244	214
GRMZM2G002391	1629	594	692	759	796	651	759
GRMZM2G002396	863	55	19	16	339	384	561
GRMZM2G002416	1705	902	1360	1116	722	810	839
GRMZM2G002427	1679	75	97	71	113	92	89
GRMZM2G002440	1771	319	401	321	467	358	385
GRMZM2G002473	2406	21	29	23	18	20	23
GRMZM2G002492	1931	142	113	105	119	108	126
GRMZM2G002499	742	191	207	205	136	185	126
GRMZM2G002523	3478	56	52	64	25	28	45
GRMZM2G002529	699	160	112	99	129	98	125
GRMZM2G002531	2003	126	146	127	99	87	118
GRMZM2G002542	1893	16	12	16	33	32	70
GRMZM2G002548	2110	442	485	490	336	412	496
GRMZM2G002555	2110	65	69	86	54	53	92
GRMZM2G002559	2638	125	157	120	106	127	156
GRMZM2G002568	826	14	11	13	16	12	12
GRMZM2G002569	3050	48	39	36	18	38	52
GRMZM2G002578	1544	393	345	333	422	343	362
GRMZM2G002606	889	59	50	53	48	70	53
GRMZM2G002614	2440	10	8	6	6	10	14
GRMZM2G002616	1243	145	202	182	360	201	227
GRMZM2G002617	1446	162	154	131	243	220	203
GRMZM2G002626	1869	127	93	86	76	90	72
GRMZM2G002642	4691	2270	2279	2174	1714	2069	1959
GRMZM2G002646	2554	87	95	87	38	95	81
